Index,Tag,Atag,Btag,pIC50_MMP12,Smiles,A_SortMax,B_SortMax,Final QC Purity,Generation-No
1495,A30B45,A30,B45,5.3,OC(=O)[C@@H](NS(=O)(=O)c1ccc(cc1)c2ccc(F)c(C=O)c2)c3ccccc3,17,30,>98,
1496,A30B46,A30,B46,3.8,COc1cccc(c1F)c2ccc(cc2)S(=O)(=O)N[C@H](C(=O)O)c3ccccc3,17,39,93,
1497,A30B47,A30,B47,4.5,CCOC(=O)c1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@H](C(=O)O)c3ccccc3,17,31,>98,
1498,A30B48,A30,B48,6.3,Cc1ccc(cc1F)c2ccc(cc2)S(=O)(=O)N[C@H](C(=O)O)c3ccccc3,17,7,>98,
1499,A30B49,A30,B49,4.2,COc1c(F)cc(F)cc1c2ccc(cc2)S(=O)(=O)N[C@H](C(=O)O)c3ccccc3,17,46,>98,
1500,A30B50,A30,B50,Not Made,Cc1ccc(F)c(c1Cl)c2ccc(cc2)S(=O)(=O)N[C@H](C(=O)O)c3ccccc3,17,49,0,
1501,A31B01,A31,B01,6.2,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2)C(=O)O,2,12,>98,
1502,A31B02,A31,B02,7.1,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(Br)cc2)C(=O)O,2,5,>98,Gen-4
1503,A31B03,A31,B03,5.1,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(c2)N(=O)=O)C(=O)O,2,16,>98,
1504,A31B04,A31,B04,6.9,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(C)cc2)C(=O)O,2,9,>98,
1505,A31B05,A31,B05,4.7,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3c4ccccc4oc23)C(=O)O,2,32,93,
1506,A31B06,A31,B06,Not Made,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3Sc4ccccc4Sc23)C(=O)O,2,37,94,Gen-7
1507,A31B07,A31,B07,Not Made,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(SC)cc2)C(=O)O,2,1,70,
1508,A31B08,A31,B08,4.9,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(c2)C(F)(F)F)C(=O)O,2,33,>98,
1509,A31B09,A31,B09,Inactive,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2N(=O)=O)C(=O)O,2,23,>98,
1510,A31B10,A31,B10,Assay Failed,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(C)c(c2)N(=O)=O)C(=O)O,2,22,>98,
1511,A31B11,A31,B11,Assay Failed,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(NC(=O)C)c2)C(=O)O,2,17,97,
1512,A31B12,A31,B12,6.3,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(F)c2)C(=O)O,2,18,>98,
1513,A31B13,A31,B13,4.1,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2OC)C(=O)O,2,44,98,
1514,A31B14,A31,B14,5,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2Cl)C(=O)O,2,26,>98,
1515,A31B15,A31,B15,5.6,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2F)C(=O)O,2,20,>98,
1516,A31B16,A31,B16,4.4,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2OCC)C(=O)O,2,29,>98,
1517,A31B17,A31,B17,6.3,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(CO)cc2)C(=O)O,2,14,>98,
1518,A31B18,A31,B18,7.4,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(CCC)cc2)C(=O)O,2,3,95,Gen-3
1519,A31B19,A31,B19,7.3,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(CC)cc2)C(=O)O,2,4,>98,
1520,A31B20,A31,B20,6.6,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(OCc3ccccc3)c(F)c2)C(=O)O,2,6,94,
1521,A31B21,A31,B21,4.6,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2Oc3ccccc3)C(=O)O,2,34,98,
1522,A31B22,A31,B22,4,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2c(C)cccc2C)C(=O)O,2,42,98,
1523,A31B23,A31,B23,Assay Failed,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc3OCOc3c2)C(=O)O,2,15,>98,
1524,A31B24,A31,B24,Assay Failed,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(OC)cc2OC)C(=O)O,2,38,97,
1525,A31B25,A31,B25,8,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(OC(F)(F)F)cc2)C(=O)O,2,2,>98,
1526,A31B26,A31,B26,4,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2c(F)c(F)c(F)c(F)c2F)C(=O)O,2,50,>98,
1527,A31B27,A31,B27,6.9,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(cc2)C(=O)C)C(=O)O,2,8,93,
1528,A31B28,A31,B28,Assay Failed,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(Cl)c2Cl)C(=O)O,2,45,>98,
1529,A31B29,A31,B29,4.9,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(/C=C/C(=O)O)c2)C(=O)O,2,35,>98,
1530,A31B30,A31,B30,6.9,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(/C=C/N(=O)=O)cc2)C(=O)O,2,10,92,
1531,A31B31,A31,B31,5.4,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cc(C)c(OC)c(C)c2)C(=O)O,2,21,>98,
1532,A31B32,A31,B32,4.1,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3cccnc23)C(=O)O,2,48,98,
1533,A31B33,A31,B33,6.8,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(CO)c2)C(=O)O,2,13,95,
1534,A31B34,A31,B34,4.3,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cc(ccc2OC)C(C)C)C(=O)O,2,40,>98,
1535,A31B35,A31,B35,4.9,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3c4ccccc4sc23)C(=O)O,2,27,90,
1536,A31B36,A31,B36,Inactive,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(OC)c(OC)c2OC)C(=O)O,2,47,96,
1537,A31B37,A31,B37,4.4,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cc(Cl)ccc2OC)C(=O)O,2,41,>98,
1538,A31B38,A31,B38,5.5,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(C#N)c2)C(=O)O,2,24,94,
1539,A31B39,A31,B39,Inactive,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2C(=O)C)C(=O)O,2,43,>98,
1540,A31B40,A31,B40,5.2,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(CN)cc2)C(=O)O,2,25,96,Gen-6
1541,A31B41,A31,B41,Not Made,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(cc2)C(=O)OC)C(=O)O,2,11,16,
1542,A31B42,A31,B42,5.1,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(OCc3ccccc3)c2)C(=O)O,2,36,97,
1543,A31B43,A31,B43,6.3,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cc(F)c(F)c(F)c2)C(=O)O,2,19,98,
1544,A31B44,A31,B44,5,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(F)cc2C)C(=O)O,2,28,>98,
1545,A31B45,A31,B45,Not Made,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(F)c(C=O)c2)C(=O)O,2,30,0,
1546,A31B46,A31,B46,Not Made,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(OC)c2F)C(=O)O,2,39,0,
1547,A31B47,A31,B47,5.5,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(c2)C(=O)OCC)C(=O)O,2,31,95,
1548,A31B48,A31,B48,7.1,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(C)c(F)c2)C(=O)O,2,7,97,
1549,A31B49,A31,B49,Not Made,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cc(F)cc(F)c2OC)C(=O)O,2,46,0,
1550,A31B50,A31,B50,4.5,CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2c(F)ccc(C)c2Cl)C(=O)O,2,49,98,
1551,A32B01,A32,B01,6.2,OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3ccccc3,10,12,>98,
1552,A32B02,A32,B02,6.9,OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3ccc(Br)cc3,10,5,>98,Gen-3
1553,A32B03,A32,B03,5.4,OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3cccc(c3)N(=O)=O,10,16,>98,
1554,A32B04,A32,B04,6.7,Cc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,10,9,>98,Gen-10
1555,A32B05,A32,B05,5.2,OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3cccc4c5ccccc5oc34,10,32,>98,
1556,A32B06,A32,B06,5,OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3cccc4Sc5ccccc5Sc34,10,37,>98,
1557,A32B07,A32,B07,7.1,CSc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,10,1,>98,
1558,A32B08,A32,B08,4.8,OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3cccc(c3)C(F)(F)F,10,33,>98,
1559,A32B09,A32,B09,4.1,OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3ccccc3N(=O)=O,10,23,>98,
1560,A32B10,A32,B10,5.6,Cc1ccc(cc1N(=O)=O)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,10,22,98,
1561,A32B11,A32,B11,6.7,CC(=O)Nc1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,10,17,>98,
1562,A32B12,A32,B12,6.7,OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3cccc(F)c3,10,18,>98,
1563,A32B13,A32,B13,4.2,COc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,10,44,>98,
1564,A32B14,A32,B14,4.7,OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3ccccc3Cl,10,26,92,Gen-1
1565,A32B15,A32,B15,Assay Failed,OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3ccccc3F,10,20,>98,
1566,A32B16,A32,B16,4.1,CCOc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,10,29,>98,
1567,A32B17,A32,B17,6.6,OCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,10,14,>98,
1568,A32B18,A32,B18,7.1,CCCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,10,3,>98,Gen-4
1569,A32B19,A32,B19,7.6,CCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,10,4,>98,
1570,A32B20,A32,B20,6.3,OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3ccc(OCc4ccccc4)c(F)c3,10,6,>98,Gen-2
1571,A32B21,A32,B21,4.8,OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3ccccc3Oc4ccccc4,10,34,>98,
1572,A32B22,A32,B22,3.9,Cc1cccc(C)c1c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,10,42,>98,
1573,A32B23,A32,B23,6.6,OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3ccc4OCOc4c3,10,15,>98,
1574,A32B24,A32,B24,5.2,COc1ccc(c(OC)c1)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,10,38,>98,
1575,A32B25,A32,B25,7.2,OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3ccc(OC(F)(F)F)cc3,10,2,>98,
1576,A32B26,A32,B26,4.1,OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3c(F)c(F)c(F)c(F)c3F,10,50,>98,Gen-2
1577,A32B27,A32,B27,Assay Failed,CC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,10,8,>98,
1578,A32B28,A32,B28,4.8,OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3cccc(Cl)c3Cl,10,45,>98,
1579,A32B29,A32,B29,5.1,OC(=O)/C=C/c1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,10,35,98,Gen-5
1580,A32B30,A32,B30,Not Made,OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3ccc(/C=C/N(=O)=O)cc3,10,10,48,
1581,A32B31,A32,B31,5.4,COc1c(C)cc(cc1C)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,10,21,>98,
1582,A32B32,A32,B32,4.7,OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3cccc4cccnc34,10,48,>98,
1583,A32B33,A32,B33,6.9,OCc1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,10,13,>98,
1584,A32B34,A32,B34,5.3,COc1ccc(cc1c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O)C(C)C,10,40,>98,Gen-9
1585,A32B35,A32,B35,4.7,OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3cccc4c5ccccc5sc34,10,27,95,
1586,A32B36,A32,B36,4.4,COc1ccc(c(OC)c1OC)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,10,47,>98,
1587,A32B37,A32,B37,4,COc1ccc(Cl)cc1c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,10,41,>98,
1588,A32B38,A32,B38,5.5,OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3cccc(C#N)c3,10,24,98,
1589,A32B39,A32,B39,Inactive,CC(=O)c1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,10,43,>98,
1590,A32B40,A32,B40,Not Made,NCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,10,25,60,
1591,A32B41,A32,B41,7.3,COC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,10,11,98,
1592,A32B42,A32,B42,4.4,OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3cccc(OCc4ccccc4)c3,10,36,>98,
1593,A32B43,A32,B43,6.1,OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3cc(F)c(F)c(F)c3,10,19,>98,
1594,A32B44,A32,B44,4.9,Cc1cc(F)ccc1c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,10,28,>98,
1595,A32B45,A32,B45,Not Made,OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3ccc(F)c(C=O)c3,10,30,60,
1596,A32B46,A32,B46,4.7,COc1cccc(c1F)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,10,39,>98,
1597,A32B47,A32,B47,5.2,CCOC(=O)c1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,10,31,>98,
1598,A32B48,A32,B48,6.8,Cc1ccc(cc1F)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,10,7,97,
1599,A32B49,A32,B49,4.3,COc1c(F)cc(F)cc1c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,10,46,>98,
1600,A32B50,A32,B50,Not Made,Cc1ccc(F)c(c1Cl)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,10,49,73,
1601,A33B01,A33,B01,5.5,CC(C)(C)OC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2)C(=O)O,34,12,>98,
1602,A33B02,A33,B02,6.5,CC(C)(C)OC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(Br)cc2)C(=O)O,34,5,>98,Gen-8
1603,A33B03,A33,B03,4.5,CC(C)(C)OC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(c2)N(=O)=O)C(=O)O,34,16,>98,
1604,A33B04,A33,B04,6.2,Cc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](COC(C)(C)C)C(=O)O,34,9,>98,
1605,A33B05,A33,B05,4.4,CC(C)(C)OC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3c4ccccc4oc23)C(=O)O,34,32,>98,
1606,A33B06,A33,B06,4.7,CC(C)(C)OC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3Sc4ccccc4Sc23)C(=O)O,34,37,98,
1607,A33B07,A33,B07,6.5,CSc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](COC(C)(C)C)C(=O)O,34,1,>98,
1608,A33B08,A33,B08,5.5,CC(C)(C)OC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(c2)C(F)(F)F)C(=O)O,34,33,>98,
1609,A33B09,A33,B09,4.4,CC(C)(C)OC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2N(=O)=O)C(=O)O,34,23,95,
1610,A33B10,A33,B10,4.8,Cc1ccc(cc1N(=O)=O)c2ccc(cc2)S(=O)(=O)N[C@@H](COC(C)(C)C)C(=O)O,34,22,>98,
1611,A33B11,A33,B11,5.5,CC(=O)Nc1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](COC(C)(C)C)C(=O)O,34,17,>98,
1612,A33B12,A33,B12,5.5,CC(C)(C)OC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(F)c2)C(=O)O,34,18,>98,
1613,A33B13,A33,B13,3.9,COc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](COC(C)(C)C)C(=O)O,34,44,>98,
1614,A33B14,A33,B14,Not Made,CC(C)(C)OC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2Cl)C(=O)O,34,26,0,
1615,A33B15,A33,B15,5.2,CC(C)(C)OC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2F)C(=O)O,34,20,>98,
1616,A33B16,A33,B16,3.9,CCOc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](COC(C)(C)C)C(=O)O,34,29,>98,
1617,A33B17,A33,B17,Not Made,CC(C)(C)OC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(CO)cc2)C(=O)O,34,14,86,
1618,A33B18,A33,B18,7.1,CCCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](COC(C)(C)C)C(=O)O,34,3,>98,
1619,A33B19,A33,B19,6.8,CCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](COC(C)(C)C)C(=O)O,34,4,>98,
1620,A33B20,A33,B20,6.6,CC(C)(C)OC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(OCc3ccccc3)c(F)c2)C(=O)O,34,6,>98,
1621,A33B21,A33,B21,5.6,CC(C)(C)OC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2Oc3ccccc3)C(=O)O,34,34,96,
1622,A33B22,A33,B22,4.1,Cc1cccc(C)c1c2ccc(cc2)S(=O)(=O)N[C@@H](COC(C)(C)C)C(=O)O,34,42,>98,
1623,A33B23,A33,B23,5.7,CC(C)(C)OC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc3OCOc3c2)C(=O)O,34,15,>98,
1624,A33B24,A33,B24,Not Made,COc1ccc(c(OC)c1)c2ccc(cc2)S(=O)(=O)N[C@@H](COC(C)(C)C)C(=O)O,34,38,87,
1625,A33B25,A33,B25,6.8,CC(C)(C)OC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(OC(F)(F)F)cc2)C(=O)O,34,2,>98,
1626,A33B26,A33,B26,Inactive,CC(C)(C)OC[C@H](NS(=O)(=O)c1ccc(cc1)c2c(F)c(F)c(F)c(F)c2F)C(=O)O,34,50,>98,
1627,A33B27,A33,B27,6.2,CC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](COC(C)(C)C)C(=O)O,34,8,95,
1628,A33B28,A33,B28,4.3,CC(C)(C)OC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(Cl)c2Cl)C(=O)O,34,45,>98,
1629,A33B29,A33,B29,4.4,CC(C)(C)OC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(/C=C/C(=O)O)c2)C(=O)O,34,35,>98,
1630,A33B30,A33,B30,6,CC(C)(C)OC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(/C=C/N(=O)=O)cc2)C(=O)O,34,10,>98,
1631,A33B31,A33,B31,4.9,COc1c(C)cc(cc1C)c2ccc(cc2)S(=O)(=O)N[C@@H](COC(C)(C)C)C(=O)O,34,21,>98,
1632,A33B32,A33,B32,Inactive,CC(C)(C)OC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3cccnc23)C(=O)O,34,48,>98,
1633,A33B33,A33,B33,6.3,CC(C)(C)OC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(CO)c2)C(=O)O,34,13,93,
1634,A33B34,A33,B34,4,COc1ccc(cc1c2ccc(cc2)S(=O)(=O)N[C@@H](COC(C)(C)C)C(=O)O)C(C)C,34,40,>98,
1635,A33B35,A33,B35,4.8,CC(C)(C)OC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3c4ccccc4sc23)C(=O)O,34,27,>98,
1636,A33B36,A33,B36,Inactive,COc1ccc(c(OC)c1OC)c2ccc(cc2)S(=O)(=O)N[C@@H](COC(C)(C)C)C(=O)O,34,47,93,Gen-5
1637,A33B37,A33,B37,3.8,COc1ccc(Cl)cc1c2ccc(cc2)S(=O)(=O)N[C@@H](COC(C)(C)C)C(=O)O,34,41,>98,
1638,A33B38,A33,B38,4.6,CC(C)(C)OC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(C#N)c2)C(=O)O,34,24,91,
1639,A33B39,A33,B39,Inactive,CC(=O)c1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](COC(C)(C)C)C(=O)O,34,43,>98,
1640,A33B40,A33,B40,4.7,CC(C)(C)OC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(CN)cc2)C(=O)O,34,25,>98,
1641,A33B41,A33,B41,6.3,COC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](COC(C)(C)C)C(=O)O,34,11,>98,
1642,A33B42,A33,B42,4.8,CC(C)(C)OC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(OCc3ccccc3)c2)C(=O)O,34,36,98,
1643,A33B43,A33,B43,5.5,CC(C)(C)OC[C@H](NS(=O)(=O)c1ccc(cc1)c2cc(F)c(F)c(F)c2)C(=O)O,34,19,98,
1644,A33B44,A33,B44,4.3,Cc1cc(F)ccc1c2ccc(cc2)S(=O)(=O)N[C@@H](COC(C)(C)C)C(=O)O,34,28,>98,
1645,A33B45,A33,B45,Not Made,CC(C)(C)OC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(F)c(C=O)c2)C(=O)O,34,30,97,
1646,A33B46,A33,B46,4.2,COc1cccc(c1F)c2ccc(cc2)S(=O)(=O)N[C@@H](COC(C)(C)C)C(=O)O,34,39,98,
1647,A33B47,A33,B47,4.8,CCOC(=O)c1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](COC(C)(C)C)C(=O)O,34,31,>98,
1648,A33B48,A33,B48,6.5,Cc1ccc(cc1F)c2ccc(cc2)S(=O)(=O)N[C@@H](COC(C)(C)C)C(=O)O,34,7,>98,Gen-9
1649,A33B49,A33,B49,4.1,COc1c(F)cc(F)cc1c2ccc(cc2)S(=O)(=O)N[C@@H](COC(C)(C)C)C(=O)O,34,46,90,
1650,A33B50,A33,B50,Not Made,Cc1ccc(F)c(c1Cl)c2ccc(cc2)S(=O)(=O)N[C@@H](COC(C)(C)C)C(=O)O,34,49,67,
1651,A34B01,A34,B01,6.6,Cc1ccc(cc1)S(=O)(=O)NC(=N)NCCC[C@H](NS(=O)(=O)c2ccc(cc2)c3ccccc3)C(=O)O,18,12,>98,
1652,A34B02,A34,B02,6.9,Cc1ccc(cc1)S(=O)(=O)NC(=N)NCCC[C@H](NS(=O)(=O)c2ccc(cc2)c3ccc(Br)cc3)C(=O)O,18,5,>98,
1653,A34B03,A34,B03,5.9,Cc1ccc(cc1)S(=O)(=O)NC(=N)NCCC[C@H](NS(=O)(=O)c2ccc(cc2)c3cccc(c3)N(=O)=O)C(=O)O,18,16,>98,
1654,A34B04,A34,B04,7,Cc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=N)NS(=O)(=O)c3ccc(C)cc3)C(=O)O,18,9,>98,
1655,A34B05,A34,B05,5.1,Cc1ccc(cc1)S(=O)(=O)NC(=N)NCCC[C@H](NS(=O)(=O)c2ccc(cc2)c3cccc4c5ccccc5oc34)C(=O)O,18,32,>98,
1656,A34B06,A34,B06,5.4,Cc1ccc(cc1)S(=O)(=O)NC(=N)NCCC[C@H](NS(=O)(=O)c2ccc(cc2)c3cccc4Sc5ccccc5Sc34)C(=O)O,18,37,98,
1657,A34B07,A34,B07,7,CSc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=N)NS(=O)(=O)c3ccc(C)cc3)C(=O)O,18,1,>98,
1658,A34B08,A34,B08,5.4,Cc1ccc(cc1)S(=O)(=O)NC(=N)NCCC[C@H](NS(=O)(=O)c2ccc(cc2)c3cccc(c3)C(F)(F)F)C(=O)O,18,33,>98,
1659,A34B09,A34,B09,Not Made,Cc1ccc(cc1)S(=O)(=O)NC(=N)NCCC[C@H](NS(=O)(=O)c2ccc(cc2)c3ccccc3N(=O)=O)C(=O)O,18,23,62,
1660,A34B10,A34,B10,5.8,Cc1ccc(cc1)S(=O)(=O)NC(=N)NCCC[C@H](NS(=O)(=O)c2ccc(cc2)c3ccc(C)c(c3)N(=O)=O)C(=O)O,18,22,>98,
1661,A34B11,A34,B11,6.1,CC(=O)Nc1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=N)NS(=O)(=O)c3ccc(C)cc3)C(=O)O,18,17,>98,
